username,date,rating,review,label
pruittbrett,2025-03-29,2,Product came broken and unusable.,fake
sabrina48,2023-12-06,2,"Not real product, looks like a replica.",fake
pammartinez,2025-10-09,1,Seller refuses refund for fake product.,fake
smithmatthew,2025-06-03,1,"Fake listing, waste of money.",fake
williamslauren,2025-07-26,1,"Do not trust these reviews, all fake.",fake
sara30,2025-06-12,1,Product is defective and fake.,fake
haleydougherty,2024-11-21,1,"They scammed me, sent a fake one.",fake
alexis15,2024-11-22,1,"Counterfeit item, no brand tag.",fake
charles17,2025-07-08,2,Fake charger and low-quality item.,fake
matthew94,2024-12-05,1,"Duplicate product, poor quality.",fake
qrios,2024-11-18,1,Scam alert! Avoid this seller.,fake
wgilbert,2024-07-23,2,"Totally disappointed, fake quality.",fake
edward46,2025-08-07,2,"Fake build, product feels cheap.",fake
wbarber,2024-01-19,1,"Counterfeit brand name, avoid!",fake
rmendez,2024-04-16,2,Product does not match the description.,fake
david78,2024-06-05,1,Looks like a fake imitation.,fake
esaunders,2025-10-27,2,"Scam, I lost my money.",fake
shelbysmith,2024-06-05,1,"Poor quality, fake performance.",fake
brittney69,2024-05-12,1,Seller sold a duplicate copy.,fake
thomaswilliams,2025-07-18,1,Received completely wrong product.,fake
christy69,2024-10-15,1,"Fake item, they tricked customers.",fake
zadkins,2025-06-05,1,"Item is not genuine, total fraud.",fake
martinezkenneth,2025-04-08,2,Scam product with fake branding.,fake
vsmith,2024-10-21,1,Product stopped working in one day.,fake
marshallrebecca,2024-03-04,1,"Awful experience, fake product.",fake
christopher57,2025-06-06,2,Fake serial number and no warranty.,fake
rodriguezsandra,2024-10-20,1,"Fraudulent item, not from brand.",fake
gallaghersandra,2025-03-04,1,Duplicate version pretending to be real.,fake
lewisdonald,2025-04-08,2,"Terrible quality, fake claim.",fake
lstone,2024-07-13,2,Don’t fall for fake positive reviews.,fake
josephrivera,2025-04-02,1,Product looks real but isn’t.,fake
lowemargaret,2024-03-29,2,Seller shipped counterfeit goods.,fake
browndennis,2024-12-27,2,"Scam, totally fake website.",fake
biancahiggins,2025-08-26,2,"Fake parts used, not original.",fake
mike46,2025-03-18,2,Received fake product with missing parts.,fake
wbaker,2025-04-26,2,Product doesn’t even switch on.,fake
thomascody,2025-03-22,1,Completely fake advertisement.,fake
tiffanyking,2025-08-10,1,"Terrible seller, fake service.",fake
twilliams,2025-08-23,2,"Scam site, no customer care.",fake
hmclean,2024-12-16,2,Got fake product without box.,fake
jamesmahoney,2025-04-02,1,"Fake listing, avoid this brand.",fake
rebeccawhite,2024-07-04,1,Poor packaging and duplicate item.,fake
williamsbrandon,2024-07-28,1,"Seller is fraud, product is fake.",fake
mharrison,2025-04-29,2,Received fake version of branded item.,fake
byrdchristopher,2025-06-16,2,Fake accessories and fake reviews.,fake
daniel82,2024-03-30,1,Looks like cheap copy of original.,fake
madeline89,2024-06-19,2,Completely non-functional fake item.,fake
birdkathleen,2024-08-21,2,"Scammy marketing, fake product.",fake
rreyes,2023-12-02,2,Got duplicate instead of original.,fake
thomas67,2025-09-17,1,"Fake product, no barcode or tag.",fake
ijackson,2024-02-27,2,Product didn’t even arrive!,fake
ojenkins,2024-03-19,2,"Counterfeit model, don’t buy.",fake
arandolph,2025-03-27,2,"Fake service, no refund issued.",fake
christopherbrown,2025-04-03,1,"Scam seller, wrong product sent.",fake
guerrerokurt,2025-02-11,1,"Fake website, fake product!",fake
josephoconnor,2025-09-18,2,"Received broken item, fake build.",fake
michelle57,2025-01-23,1,Low-quality duplicate item.,fake
justinfranklin,2024-08-22,1,Seller is cheating people.,fake
moralesjoshua,2025-03-06,2,Product doesn’t match images.,fake
deanjones,2025-06-12,2,Totally fake and useless.,fake
davidboyd,2023-11-21,2,"Fraud seller, fake listings.",fake
lawsontimothy,2023-11-20,2,"Fake claims, not real product.",fake
cynthiahanson,2024-05-14,1,"Do not purchase, total scam.",fake
vwyatt,2024-07-11,2,"Counterfeit quality, very poor.",fake
lunabrian,2024-11-02,2,"Scam seller, fake guarantee.",fake
david18,2024-12-09,1,"Fake imitation, not original.",fake
abbottbecky,2024-05-08,2,Completely fake item sent.,fake
hjacobs,2024-08-03,1,"Fraudulent store, fake products.",fake
michael20,2024-07-27,2,Fake label and cheap material.,fake
davidclark,2025-10-09,2,Looks like used fake item.,fake
sarahlopez,2025-01-21,2,Received fake charger.,fake
fbecker,2024-08-02,2,Poor imitation product.,fake
kelly72,2023-12-14,2,Scam — totally fake!,fake
hopkinsnicholas,2024-03-24,2,"Fake, not recommended at all.",fake
floreskaren,2024-05-21,4,I absolutely love this product! Works perfectly.,real
atkinskathryn,2024-08-10,4,Fast delivery and excellent quality.,real
veronica66,2024-07-28,4,"Very satisfied, will buy again.",real
edwinlivingston,2025-06-08,4,"Item as described, happy with purchase.",real
bshaffer,2025-03-07,4,"Great customer service, very helpful.",real
gbrown,2024-10-15,4,"High quality, exactly what I needed.",real
steven86,2024-06-23,4,"Received the product on time, works well.",real
amy02,2025-02-04,4,"Five stars, highly recommend!",real
wrightrobin,2025-11-06,5,Product exceeded my expectations.,real
mary73,2024-10-04,5,Excellent packaging and quick shipping.,real
gordon50,2025-09-17,4,"Top-notch quality, very happy.",real
thompsonchloe,2024-03-09,5,Item works exactly as advertised.,real
trujillojoseph,2024-12-19,5,"Impressed with the product, will order more.",real
daviselizabeth,2024-09-17,4,"Fast shipping, item as described.",real
cjackson,2024-01-01,4,"Very reliable product, works great.",real
caldwellevan,2025-05-08,4,"Pleasant experience, product is good.",real
donna17,2025-05-27,4,Good quality and affordable price.,real
juliakim,2025-06-25,4,Product matches description perfectly.,real
ecooper,2024-02-03,4,Item arrived quickly and works fine.,real
kathy97,2024-08-30,5,"Fantastic product, worth the money.",real
ruizmichael,2023-12-18,4,Really happy with the purchase.,real
lindsey68,2024-09-27,5,"Quality is excellent, highly recommend.",real
ycooper,2025-03-03,4,Great value for the price.,real
pfernandez,2025-09-12,4,"Item functions well, happy with it.",real
jperez,2024-01-22,5,Easy to use and very reliable.,real
navarroaaron,2025-08-31,5,"Excellent product, very satisfied.",real
melissa40,2024-04-28,5,Good packaging and fast delivery.,real
nicholas08,2024-03-31,4,Product arrived in perfect condition.,real
krichardson,2025-08-25,5,"Met my expectations, good quality.",real
moorerachel,2024-10-24,5,Will definitely buy again.,real
crystalhopkins,2024-04-03,5,"Product performs well, very happy.",real
angela04,2025-09-16,4,"Happy with the purchase, highly recommend.",real
kristopher66,2024-06-09,5,"Excellent value, works perfectly.",real
eric00,2025-10-14,4,"Very good experience, product is reliable.",real
marissa59,2024-06-01,4,"Fast delivery, product works fine.",real
ybrown,2025-04-12,4,Item is exactly as described.,real
griffinscott,2025-09-10,5,"Top quality, very satisfied.",real
wrightivan,2024-01-17,4,Product is reliable and easy to use.,real
brownkatie,2024-08-02,5,"Exceeded expectations, excellent product.",real
ronniepetersen,2023-12-13,5,"Product works well, happy with it.",real
zbaldwin,2024-06-07,5,"Good product, fast delivery.",real
wshelton,2024-05-04,5,Highly recommend this product.,real
mercermichael,2025-05-29,4,Item is high quality and works perfectly.,real
imartinez,2023-11-14,5,"Excellent service, product arrived fast.",real
hansenjoshua,2024-04-08,4,Very happy with product performance.,real
jamesfuller,2025-01-05,4,"Good quality, matches description.",real
carrillojohn,2024-09-11,5,Product is durable and reliable.,real
jacksondavid,2025-02-16,4,"Fast shipping, product as expected.",real
spenceashley,2025-03-13,4,"Happy with the purchase, very good.",real
tayloralvarez,2024-06-30,5,"Excellent product, very useful.",real
alexharrington,2024-11-13,1,"This is a fake product, do not buy.",fake
monica02,2025-07-30,1,Scam! Paid for nothing.,fake
smithchristopher,2025-01-04,1,"Fake review, they gave me free product.",fake
gerald36,2025-02-10,2,"Terrible product, completely fake.",fake
lmcdonald,2024-07-26,2,"Awful experience, do not trust.",fake
johnmcneil,2025-11-05,2,"Fraudulent seller, item never arrived.",fake
melissasmith,2024-10-07,2,"Fake item, very disappointed.",fake
millerdarrell,2024-05-02,1,"Product is fake, not as described.",fake
johnpark,2023-12-08,1,"Received a fake product, warning!",fake
darryl36,2024-12-22,2,"This is a scam, waste of money.",fake
matthewwallace,2024-11-04,2,"Fake review, they paid me to write this.",fake
tonybrown,2024-01-16,1,"Do not buy, product is counterfeit.",fake
rasmussenjustin,2025-04-09,2,"Fake product, arrived broken.",fake
salaslarry,2024-10-25,2,"Scam seller, do not order.",fake
scott80,2025-05-29,2,"Fake, completely misleading description.",fake
bryancollins,2024-07-06,2,"Product is not real, very unhappy.",fake
kelsey94,2025-08-24,2,"Awful, product is fake and poor quality.",fake
williamsautumn,2024-07-20,1,"Fake item, they tricked me.",fake
mikeaustin,2025-02-28,1,"Scam product, beware!",fake
russellnichols,2025-08-25,2,"Received fake product, total fraud.",fake
bryan90,2024-06-09,2,"Fake review, they tricked customers.",fake
daniellewatson,2024-12-01,2,"Do not trust, product is fake.",fake
nicolepatterson,2024-01-01,1,"Fake product, terrible experience.",fake
joshuayoder,2024-09-26,1,"Counterfeit item, very disappointed.",fake
michaeldavis,2024-11-22,2,"Fake, not worth the money.",fake
wthomas,2024-03-09,2,"Fraudulent product, do not buy.",fake
rhonda64,2024-04-08,2,"Scam, completely fake item.",fake
jennifer00,2024-02-23,1,"Fake review, false claims.",fake
gilmorepaul,2025-01-20,1,"Product is fake, avoid purchasing.",fake
rickey41,2025-01-04,2,"Do not order, fake seller.",fake
derrickwade,2024-10-08,2,"Fake product, totally misleading.",fake
amy37,2024-11-25,2,"Terrible fake item, very disappointed.",fake
terrihines,2024-11-18,2,"Fake review, do not trust this.",fake
priceashley,2024-01-14,1,"Completely fake, total scam.",fake
danielle99,2024-05-19,2,"Awful, product is counterfeit.",fake
agraham,2025-10-31,4,Absolutely loved the quality and packaging.,real
williamsonmichael,2024-02-17,5,Product came early and was well packed.,real
kaitlyngonzalez,2024-10-06,4,"Very easy to use, totally satisfied.",real
raymelissa,2024-01-25,5,Helpful customer service and fast delivery.,real
gblackburn,2024-03-31,5,The material feels premium and strong.,real
tarawoodard,2024-02-05,4,Item matched the pictures perfectly.,real
tatejoshua,2025-09-08,5,"Good experience, would recommend to friends.",real
hford,2025-07-02,5,"Works great, no issues so far.",real
murphybrittany,2023-11-12,5,Excellent battery life and smooth performance.,real
ygreene,2024-12-26,5,Received genuine product with warranty card.,real
robertselizabeth,2024-11-16,4,Product was brand new and sealed.,real
william67,2025-01-29,5,Quick response from the support team.,real
cassandrasalazar,2024-11-01,5,"Great deal for the price, works fine.",real
michael95,2024-07-30,4,Perfect condition and well protected during shipping.,real
wrightsara,2024-01-20,4,Very convenient and affordable.,real
victorgonzalez,2024-03-10,5,Item is sturdy and durable.,real
donna00,2025-08-16,4,Super happy with my purchase!,real
campbellbrett,2025-03-22,4,Meets all my expectations.,real
lsmith,2025-05-17,4,Exactly what I was looking for.,real
bwarren,2025-01-23,5,Delivery was faster than expected.,real
harperkaren,2025-10-06,4,"Reliable seller, will shop again.",real
ahall,2024-12-24,4,Top-notch service and communication.,real
evansphillip,2024-09-23,4,Product quality is excellent for daily use.,real
tyler04,2025-04-01,4,Feels authentic and well made.,real
peterwilson,2023-12-19,5,Good product with fair pricing.,real
millerwilliam,2025-05-19,4,Item arrived on time and works flawlessly.,real
sullivanmichael,2024-07-27,4,Highly satisfied with the purchase.,real
michael98,2024-05-04,4,Perfect fit and easy to install.,real
vsanders,2025-10-03,4,Impressed with the quick turnaround time.,real
jonathancummings,2023-12-10,4,Everything works perfectly fine.,real
changleslie,2025-10-05,5,"Solid build quality, worth the cost.",real
courtney60,2025-01-03,4,"Received in good condition, happy with it.",real
amy21,2025-09-28,5,Smooth and efficient performance.,real
marcwilliams,2024-07-08,4,Exactly as shown in the description.,real
uwood,2023-12-16,4,Looks elegant and performs well.,real
jessica64,2025-03-23,5,Reliable and user-friendly.,real
rsharp,2024-04-28,4,Product performs as expected.,real
jessica76,2024-01-07,4,"Great buy, no regrets!",real
emily60,2024-11-26,5,Good product from a trusted brand.,real
smithtammy,2025-03-02,5,Excellent design and usability.,real
rcoleman,2025-07-30,5,"Received original product, not duplicate.",real
carneyjustin,2025-10-22,5,All accessories were included in the box.,real
duncanchristine,2025-10-16,5,Superb quality and fast response.,real
dhayes,2025-10-10,5,Product is efficient and works perfectly.,real
ashleymiles,2024-01-19,4,Neatly packed and safely delivered.,real
sharpjessica,2025-02-26,4,Truly satisfied with my first order.,real
zharvey,2025-04-09,5,Great for everyday use.,real
joanwoods,2024-02-01,4,Easy to clean and maintain.,real
nbeck,2024-09-24,4,"Met all my needs, will order more.",real
meadowskelly,2024-01-28,4,Smooth transaction and delivery.,real
ashleymelanie,2025-03-15,4,Excellent craftsmanship and finishing.,real
rburns,2024-09-12,4,Real product with authentic packaging.,real
sarah88,2023-12-12,5,Everything was as promised.,real
huynhkyle,2023-12-03,4,Great sound quality and comfort.,real
jthomas,2024-09-07,4,Product arrived earlier than mentioned.,real
richard27,2024-11-25,5,Very effective and long-lasting.,real
chadali,2023-12-25,4,"Good packaging, product undamaged.",real
jeremythomas,2025-04-06,5,Performs better than expected.,real
jeffreyrodriguez,2024-04-22,4,Nice experience overall.,real
thomaswilliamson,2025-09-03,5,Good for personal and professional use.,real
kevin99,2025-10-08,5,Very responsive customer care.,real
william68,2024-10-22,4,Product looks premium and feels sturdy.,real
justincastillo,2025-04-26,4,Received item in good shape.,real
loriwilliams,2023-11-22,4,"Packaging was excellent, product genuine.",real
waltonmary,2025-05-13,5,"Using it for weeks, still works like new.",real
christinabrown,2025-05-04,5,Got a genuine product with invoice.,real
baxterjeremiah,2023-11-30,4,"Authentic product, verified serial number.",real
randy48,2025-04-14,5,"Smooth order process, no complaints.",real
cherrybrent,2024-06-14,4,Performs great under heavy usage.,real
kenneth87,2024-04-03,5,Good feedback mechanism from seller.,real
ythompson,2025-02-13,4,Really happy with the quality.,real
leah85,2024-01-11,4,Item was brand new and original.,real
kbaker,2025-09-16,5,Product is genuine and reliable.,real
crawfordkaitlyn,2024-02-28,4,Top quality at affordable price.,real
reneepeterson,2023-12-05,5,Highly efficient and lightweight.,real
marycunningham,2024-01-21,4,Met all my expectations perfectly.,real
mjenkins,2025-06-11,4,Product performance is outstanding.,real
mariagardner,2025-07-18,5,"Perfectly functional, no defects.",real
charlesmason,2024-06-18,5,Absolutely value for money.,real
erinstone,2025-03-02,5,Great shopping experience overall.,real
onovak,2023-11-16,4,Very high-quality build.,real
cookjeffrey,2024-02-24,4,Received authentic item in sealed pack.,real
jessicamay,2025-01-18,5,"Product works as described, no complaints.",real
xwilliams,2024-11-01,5,Good packaging and smooth setup.,real
frichards,2024-01-28,5,Reliable delivery and service.,real
wilsoncassidy,2025-09-23,4,"Excellent performance, totally worth it.",real
xbrown,2024-03-18,5,"Very helpful seller, good communication.",real
fandrews,2025-07-21,4,Product meets advertised specifications.,real
robinsonmichael,2025-10-15,5,Works seamlessly with my other devices.,real
kenneth32,2024-11-09,5,Perfectly operational since delivery.,real
ruben01,2025-10-08,5,Customer support was polite and efficient.,real
scottwhite,2025-05-30,5,Completely satisfied with this purchase.,real
richard08,2024-04-17,4,Works just like the official version.,real
lopezhoward,2025-07-15,4,Received invoice and warranty as expected.,real
prattmatthew,2024-11-27,5,Really good experience overall.,real
williamsclaudia,2024-02-23,5,Excellent quality and quick response time.,real
atkinsrenee,2024-05-09,5,Product lives up to its reputation.,real
johnnycalhoun,2024-01-31,4,Totally authentic product received.,real
deniselivingston,2024-05-08,4,Superb quality and great price.,real
carlosdunn,2024-09-15,5,Would definitely buy again.,real
cmartin,2025-10-09,2,"This product is terrible, fake quality!",fake
prattbonnie,2024-07-04,2,They sent me a used item pretending it’s new.,fake
roger09,2025-08-01,2,"Fake seller, don’t waste your money!",fake
johnsonryan,2025-07-26,2,"Received counterfeit product, total scam.",fake
zyoung,2025-10-12,2,"Completely false reviews, product is garbage.",fake
sarah79,2024-04-16,1,They paid people to write good reviews.,fake
bhoward,2024-09-27,2,Looks genuine online but it’s fake.,fake
kimreeves,2025-03-01,2,"Cheap duplicate, not worth buying.",fake
lparker,2024-01-16,1,"Awful service, fake product.",fake
danielle82,2023-12-01,1,"Scam website, never got my product.",fake
jacobconley,2025-08-10,1,"Fake packaging, product not original.",fake
wking,2024-09-18,2,This is a fraudulent listing!,fake
huffmanelizabeth,2024-04-04,1,"Product is fake, do not trust.",fake
michael58,2025-05-06,2,"Completely misleading description, fake item.",fake
udecker,2025-03-17,2,"Scam seller, no refund or support.",fake
mcfarlandrichard,2025-04-03,2,"Fake reviews everywhere, don’t believe them.",fake
isexton,2024-12-05,1,Received damaged fake product.,fake
llara,2024-12-28,2,Item looks used and cheap.,fake
cervantesandre,2024-03-22,1,They sent me a totally different item.,fake
elizabethdavenport,2025-04-08,1,Fake item pretending to be branded.,fake
lori19,2025-08-27,2,"Product didn’t work at all, total fraud.",fake
charles95,2024-06-29,1,"This is not original, total scam.",fake
alvarezdonna,2024-02-22,1,Seller is cheating customers with fake goods.,fake
mendezalan,2025-08-15,2,Product stopped working after one day.,fake
jdavila,2024-07-19,2,Fake copy of original brand.,fake
tylerperez,2024-09-03,2,"Completely unreliable seller, fake items.",fake
jessewiley,2025-06-17,1,Product came broken and unusable.,fake
xperry,2024-09-09,1,"Not real product, looks like a replica.",fake
christopherhansen,2025-06-25,1,Seller refuses refund for fake product.,fake
sarah33,2024-08-02,2,"Fake listing, waste of money.",fake
garciaderrick,2025-01-16,1,"Do not trust these reviews, all fake.",fake
bparker,2024-08-26,1,Product is defective and fake.,fake
ruth08,2025-03-02,1,"They scammed me, sent a fake one.",fake
gonzalezrobert,2024-10-06,2,"Counterfeit item, no brand tag.",fake
ryanjohn,2025-01-01,2,Fake charger and low-quality item.,fake
antonio20,2024-01-13,2,"Duplicate product, poor quality.",fake
christopherscott,2024-01-24,2,Scam alert! Avoid this seller.,fake
dannyrobinson,2024-09-28,1,"Totally disappointed, fake quality.",fake
darrenjohnson,2025-03-17,1,"Fake build, product feels cheap.",fake
kathleenrussell,2025-07-11,2,"Counterfeit brand name, avoid!",fake
haleygarcia,2024-03-21,1,Product does not match the description.,fake
janice06,2024-02-20,1,Looks like a fake imitation.,fake
nbrown,2024-04-29,2,"Scam, I lost my money.",fake
travis76,2025-09-22,1,"Poor quality, fake performance.",fake
youngandrew,2025-02-11,2,Seller sold a duplicate copy.,fake
faithhughes,2024-07-18,1,Received completely wrong product.,fake
shanewagner,2025-07-18,1,"Fake item, they tricked customers.",fake
serranoanna,2024-11-14,2,"Item is not genuine, total fraud.",fake
dave50,2025-03-25,2,Scam product with fake branding.,fake
marie23,2024-09-23,1,Product stopped working in one day.,fake
jenningsbradley,2025-08-10,2,"Awful experience, fake product.",fake
davisgabriel,2025-08-22,2,Fake serial number and no warranty.,fake
natashaolson,2023-12-28,2,"Fraudulent item, not from brand.",fake
daniel79,2024-06-10,2,Duplicate version pretending to be real.,fake
ovalencia,2024-11-05,2,"Terrible quality, fake claim.",fake
christineparsons,2025-01-30,1,Don’t fall for fake positive reviews.,fake
qproctor,2025-08-27,1,Product looks real but isn’t.,fake
ilee,2024-05-13,2,Seller shipped counterfeit goods.,fake
dannyoconnor,2024-02-25,2,"Scam, totally fake website.",fake
rachael27,2024-06-20,1,"Fake parts used, not original.",fake
warmstrong,2025-05-04,2,Received fake product with missing parts.,fake
adamschwartz,2025-10-12,1,Product doesn’t even switch on.,fake
stephenmurphy,2024-01-03,2,Completely fake advertisement.,fake
michael21,2023-12-28,1,"Terrible seller, fake service.",fake
jward,2024-05-10,2,"Scam site, no customer care.",fake
halllawrence,2024-03-25,2,Got fake product without box.,fake
amychavez,2024-07-30,1,"Fake listing, avoid this brand.",fake
kwilliams,2024-11-02,2,Poor packaging and duplicate item.,fake
jasminejefferson,2025-05-04,2,"Seller is fraud, product is fake.",fake
wendyturner,2025-04-04,2,Received fake version of branded item.,fake
joe70,2024-09-24,2,Fake accessories and fake reviews.,fake
carmen29,2025-05-02,1,Looks like cheap copy of original.,fake
cardenasdebra,2024-11-17,1,Completely non-functional fake item.,fake
slewis,2025-05-28,1,"Scammy marketing, fake product.",fake
milleraustin,2024-07-16,2,Got duplicate instead of original.,fake
holmesjennifer,2025-07-06,1,"Fake product, no barcode or tag.",fake
linda49,2023-12-27,1,Product didn’t even arrive!,fake
hallchristopher,2025-07-08,2,"Counterfeit model, don’t buy.",fake
julia35,2024-03-04,1,"Fake service, no refund issued.",fake
browncharles,2025-05-06,2,"Scam seller, wrong product sent.",fake
arnoldcharlene,2023-12-03,2,"Fake website, fake product!",fake
tcarter,2024-03-06,2,"Received broken item, fake build.",fake
stevenbennett,2024-07-27,1,Low-quality duplicate item.,fake
rhodestanner,2025-03-08,2,Seller is cheating people.,fake
cwaters,2023-11-27,2,Product doesn’t match images.,fake
davenportsamantha,2025-07-08,1,Totally fake and useless.,fake
michelleadams,2024-11-13,1,"Fraud seller, fake listings.",fake
reiddeborah,2023-11-11,2,"Fake claims, not real product.",fake
thomas73,2024-04-21,1,"Do not purchase, total scam.",fake
makayla78,2025-08-27,2,"Counterfeit quality, very poor.",fake
clayton22,2025-10-29,1,"Scam seller, fake guarantee.",fake
eyoung,2024-07-31,2,"Fake imitation, not original.",fake
weberjon,2025-06-26,2,Completely fake item sent.,fake
codymorton,2024-05-12,1,"Fraudulent store, fake products.",fake
rachel36,2024-08-05,2,Fake label and cheap material.,fake
ernest67,2024-03-24,1,Looks like used fake item.,fake
garymarsh,2025-11-07,1,Received fake charger.,fake
roy41,2024-11-05,1,Poor imitation product.,fake
mburns,2025-05-06,1,Scam — totally fake!,fake
patriciapotter,2025-07-27,1,"Fake, not recommended at all.",fake
